"CrossName","BrCrCode","Synonym","sexTestRes","Program","Subprogram","Concept","Funding","Contract","Breeder","Planted","nonPsa","PsaDeaths","Remaining","Percent_Remaining"
"K13.0072","cF_850","","Unknown","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0075","cF_878","","Female","Red","2x Red","","","PT1501","Canhong Cheng","15","0","15","0","0"
"K13.0079","cG_840","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","4","9","69.23"
"K13.0077","cG_850","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","3","10","76.92"
"K13.0078","cG_852","","Male","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0078","cG_852","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","8","5","38.46"
"K13.0089","cJ_846","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","2","0","0"
"K13.0087","cJ_852","","Female","Red","2x Red","","","PT1501","Canhong Cheng","11","0","9","2","18.18"
"K13.0090","cJ_869","","Female","Red","2x Red","","","PT1501","Canhong Cheng","14","0","4","10","71.43"
"K13.0091","cJ_881","","Female","Red","2x Red","","","PT1501","Canhong Cheng","10","0","6","4","40"
"K13.0091","cJ_881","","Unknown","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0114","cP_868","","Male","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0114","cP_868","","Female","Red","2x Red","","","PT1501","Canhong Cheng","14","0","9","5","35.71"
"K13.0119","cQ_849","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","1","1","50"
"K13.0119","cQ_849","","Female","Red","2x Red","","","PT1501","Canhong Cheng","12","0","11","1","8.33"
"K13.0117","cQ_867","","Female","Red","2x Red","","","PT1501","Canhong Cheng","17","0","15","2","11.76"
"K13.0118","cQ_868","","Female","Red","2x Red","","","PT1501","Canhong Cheng","15","0","13","2","13.33"
"K13.0122","cR_840","","Female","Red","2x Red","","","PT1501","Canhong Cheng","12","0","10","2","16.67"
"K13.0122","cR_840","","Negative","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0124","cR_866","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","4","9","69.23"
"K13.0125","cR_868","","Female","Red","2x Red","","","PT1501","Canhong Cheng","11","0","4","7","63.64"
"K13.0125","cR_868","","Negative","Red","2x Red","","","PT1501","Canhong Cheng","2","0","1","1","50"
"K13.0123","cR_879","","Female","Red","2x Red","","","PT1501","Canhong Cheng","16","0","9","7","43.75"
"K13.0123","cR_879","","Negative","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0126","cR_880","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","5","8","61.54"
"K13.0132","cS_842","","Female","Red","2x Red","","","PT1501","Canhong Cheng","17","0","13","4","23.53"
"K13.0131","cS_848","","Female","Red","2x Red","","","PT1501","Canhong Cheng","8","0","8","0","0"
"K13.0130","cS_869","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","11","2","15.38"
"K13.0127","cS_877","","Male","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0127","cS_877","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","10","3","23.08"
"K13.0127","cS_877","","Unknown","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0128","cS_879","","Female","Red","2x Red","","","PT1501","Canhong Cheng","15","0","15","0","0"
"K13.0138","cT_842","","Female","Red","2x Red","","","PT1501","Canhong Cheng","16","0","14","2","12.5"
"K13.0134","cT_851","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","2","0","0"
"K13.0134","cT_851","","Female","Red","2x Red","","","PT1501","Canhong Cheng","13","0","8","5","38.46"
"K13.0137","cT_866","","Female","Red","2x Red","","","PT1501","Canhong Cheng","10","0","3","7","70"
"K13.0140","cU_846","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","2","0","0"
"K13.0142","cU_869","","Female","Red","2x Red","","","PT1501","Canhong Cheng","12","0","5","7","58.33"
"K13.0145","cV_840","","Female","Red","2x Red","","","PT1501","Canhong Cheng","16","0","13","3","18.75"
"K13.0149","cV_841","","Female","Red","2x Red","","","PT1501","Canhong Cheng","14","0","11","3","21.43"
"K13.0147","cV_849","","Female","Red","2x Red","","","PT1501","Canhong Cheng","20","0","18","2","10"
"K13.0146","cV_878","","Male","Red","2x Red","","","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0146","cV_878","","Female","Red","2x Red","","","PT1501","Canhong Cheng","20","0","20","0","0"
"K13.0148","cV_880","","Female","Red","2x Red","","","PT1501","Canhong Cheng","15","0","7","8","53.33"
"K13.0162","cZ_851","","Female","Red","2x Red","","","PT1501","Canhong Cheng","15","0","12","3","20"
"K13.1300","rOC_287","","Male","Red","4x Red","","Commercial","NC1501","Russell Lowe","15","0","13","2","13.33"
"K13.1316","rOE_287","","Male","Red","4x Red","","Commercial","NC1501","Russell Lowe","129","0","115","14","10.85"
"K13.1324","rOF_287","","Male","Red","4x Red","","Commercial","NC1501","Russell Lowe","75","0","65","10","13.33"
"K13.1332","rOG_287","","Male","Red","4x Red","","Commercial","NC1501","Russell Lowe","30","0","29","1","3.33"
"K13.0932","rOJ _208","","Male","Red","4x Red","","Commercial","NC1501","Russell Lowe","30","0","15","15","50"
"K13.0935","rOJ _240","","Male","Red","4x Red","","Commercial","NC1501","Russell Lowe","35","0","15","20","57.14"
"K13.0937","rOJ _244","","Male","Red","4x Red","","Commercial","NC1501","Russell Lowe","40","0","19","21","52.5"
"K13.0970","rPA _208","","","Red","4x Red","","Parental","PT1501","Russell Lowe","13","0","11","2","15.38"
"K12.0758","rNU_208","rNU_208","","Red","4x Red","","","PT1501","Russell Lowe","13","1","1","11","84.62"
"K12.0759","rNU_209","rNU_209","","Red","4x Red","","","PT1501","Russell Lowe","50","0","1","49","98"
"K12.0758","rNU_208","rNU_208","","Red","4x Yellow","","","PT1501","Russell Lowe","5","0","0","5","100"
"K12.0760","rNU_R01","rNU_R01","","Red","6x Red","","","PT1501","Russell Lowe","45","0","3","42","93.33"
"K12.0761","rNU_R02","rNU_R02","","Red","6x Red","","","PT1501","Russell Lowe","37","0","1","36","97.3"
"K12.0764","rNW_R01","rNW_R01","","Red","6x Red","","","PT1501","Russell Lowe","51","1","1","49","96.08"
"K12.0765","rNW_R02","rNW_R02","","Red","6x Red","","","PT1501","Russell Lowe","59","5","1","53","89.83"
"K12.0768","rNX_R02","rNX_R02","","Red","6x Red","","","PT1501","Russell Lowe","43","0","3","40","93.02"
"K13.0393","cAP_845","","","Red","DACK","","Parental","PT1501","","23","0","13","10","43.48"
"K13.0392","cAP_855","","","Red","DACK","","Parental","PT1501","","19","0","5","14","73.68"
"K13.0395","cAP_874","","","Red","DACK","","Parental","PT1501","","29","0","14","15","51.72"
"K13.0397","cAQ_860","","","Red","DACK","","Parental","PT1501","","12","0","4","8","66.67"
"K13.0396","cAQ_882","","","Red","DACK","","Parental","PT1501","","8","0","6","2","25"
"K13.0954","rGT _409","","","Red","DACK","","Parental","PT1501","Russell Lowe","2","0","1","1","50"
"K13.0944","rOJ _R01","","","Red","DACK","","Parental","PT1501","Russell Lowe","10","0","6","4","40"
"K13.0393","cAP_845","","Female","Red","DACK","","","PT1501","","14","0","4","10","71.43"
"K13.0392","cAP_855","","Female","Red","DACK","","","PT1501","","9","0","2","7","77.78"
"K13.0397","cAQ_860","","Female","Red","DACK","","","PT1501","","6","0","3","3","50"
"K13.0397","cAQ_860","","Male","Red","DACK","","","PT1501","","1","0","0","1","100"
